# size, time,   speedup,        efficiency
1    42.561748   1               1
2    21.603003   1.9701773869    0.9850886935
3    14.494512   2.9364043439    0.978801448
4    10.775993   3.9496822242    0.987420556
5    9.038423    4.7089794315    0.9417958863
6    7.567091    5.624585194     0.9374308657
7    6.589697    6.4588323257    0.9226903322
8    5.692372    7.4769793682    0.934622421
9    5.333119    7.9806484723    0.8867387191
10   4.539174    9.3765403133    0.9376540313
11   4.09629     10.3903161153   0.9445741923
12   4.103533    10.3719765383   0.8643313782
13   3.64206     11.6861743079   0.8989364852
14   3.565627    11.9366798602   0.85261999
15   3.198469    13.3069127761   0.8871275184
16   3.266378    13.0302579799   0.8143911237
17   2.867595    14.8423149015   0.8730773471
18   2.902651    14.6630607676   0.8146144871
19   2.745057    15.5048685692   0.8160457142
20   2.41599     17.6166904664   0.8808345233
21   2.565136    16.5923943214   0.7901140153
22   2.612918    16.2889719463   0.7404078157
23   2.527399    16.8401380233   0.7321799141
24   2.431353    17.5053758134   0.7293906589

